date	value	cash	action	amount	shares	price	dividend	expense	cash_interest	fund_size	margin_available	margin_borrowed	margin_expense	notes	contracts	entry_price	liquidation_price	unrealized_pnl	funding_profit	funding_loss	margin_locked	fee	margin
2021-10-20	1789.494825934388		BUY	100	0.8017317189821203	124.7300033569336																	
2021-10-27	1906.9157147244352		BUY	100	0.7944073894336278	125.87999725341797																	
2021-11-03	2150.881890138163		BUY	100	0.74123487721827	134.91000366210938																	
2021-11-11	2236.032854084387		BUY	100	0.7461572661697674	134.02000427246094																	
2021-11-18	2426.8455001116063		BUY	100	0.718236034393704	139.22999572753906																	
2021-11-25	2350.6216333638085		BUY	100	0.7720815063411977	129.52000427246094																	
2021-12-02	2417.6993436551884		BUY	100	0.7825950927791225	127.77999877929688																	
2021-12-09	2665.277854331839		BUY	100	0.7392621929587577	135.27000427246094																	
2021-12-16	2760.5758193894503		BUY	100	0.7405213638311766	135.0399932861328																	
2021-12-21	2958.6540234024287		HOLD			139.6699981689453	2.4320403299207536																
2021-12-23	2958.6540234024287		BUY	100	0.715973375177106	139.6699981689453																	
2021-12-30	3165.96005128221		BUY	100	0.6917064047436604	144.57000732421875																	
2022-01-06	3093.591718461497		BUY	100	0.730246810407265	136.94000244140625																	
2022-01-13	3122.229204313604		BUY	100	0.7469375287783395	133.8800048828125																	
2022-01-20	2860.4864210391497		BUY	150	1.2620950940328506	118.8499984741211																	
2022-01-27	2698.9258852943285		BUY	150	1.4077897297397155	106.55000305175781																	
2022-02-03	3146.518906132765		BUY	150	1.2746430966265279	117.68000030517578																	
2022-02-10	3356.465782652091		BUY	150	1.2518778199135603	119.81999969482422																	
2022-02-17	3210.017035882447		BUY	150	1.3674901692168926	109.69000244140625																	
2022-02-24	3152.638704383031		BUY	150	1.4574426998509258	102.91999816894531																	
2022-03-03	3462.4439135472207		BUY	150	1.3901760693119523	107.9000015258789																	
2022-03-10	3348.9597326441144		BUY	150	1.4995501532590778	100.02999877929688																	
2022-03-16	3742.7641303781274		BUY	150	1.4018691588785046	107																	
2022-03-23	4143.7929008407045		BUY	150	1.3169446706804382	113.9000015258789																	
2022-03-30	4732.596641626492		BUY	100	0.7965588598910991	125.54000091552734																	
2022-04-06	4450.731503132163		BUY	150	1.2973533682469516	115.62000274658203																	
2022-04-13	4488.518554450285		BUY	150	1.329787198065705	112.80000305175781																	
2022-04-20	4675.11676872905		BUY	150	1.31937722560352	113.69000244140625																	
2022-04-27	3962.291272759249		BUY	150	1.6066837941233723	93.36000061035156																	
2022-05-04	4423.708344881809		BUY	150	1.4935776117116029	100.43000030517578																	
2022-05-11	3479.35202097064		BUY	200	2.617800994837077	76.4000015258789																	
2022-05-18	3623.006012574518		BUY	200	2.658513772106152	75.2300033569336																	
2022-05-25	3977.9993705130687		BUY	200	2.5549310567042967	78.27999877929688																	
2022-06-01	4556.410619544499		BUY	150	1.7570574578200486	85.37000274658203																	
2022-06-08	4745.552556097415		BUY	150	1.7425650186950297	86.08000183105469																	
2022-06-15	3790.5271653491004		BUY	200	3.0007501188479924	66.6500015258789																	
2022-06-22	3862.9976506815096		HOLD			64.5199966430664	4.6479312341165855																
2022-06-22	3862.9976506815096		BUY	200	3.099814172440644	64.5199966430664																	
2022-06-29	4243.0995782294995		BUY	200	2.968239954771661	67.37999725341797																	
2022-07-06	4536.076528834857		BUY	200	2.9073992926035244	68.79000091552734																	
2022-07-13	4560.513082968389		BUY	200	3.0193237688703416	66.23999786376953																	
2022-07-20	5362.764353598151		BUY	200	2.6802464840322053	74.62000274658203																	
2022-07-27	5812.499698150958		BUY	150	1.9238168225162344	77.97000122070312																	
2022-08-03	6562.802542830205		BUY	150	1.7478443315474221	85.81999969482422																	
2022-08-10	6963.887256106314		BUY	150	1.6848253628739929	89.02999877929688																	
2022-08-17	7449.486036855551		BUY	150	1.6089241081084267	93.2300033569336																	
2022-08-24	6895.210478179752		BUY	150	1.7732593272711858	84.58999633789062																	
2022-08-31	6098.24260722146		BUY	200	2.73149408174893	73.22000122070312																	
2022-09-07	6410.06569410781		BUY	150	2.0128825383402176	74.5199966430664																	
2022-09-14	6352.313282807187		BUY	200	2.7716184846179317	72.16000366210938																	
2022-09-21	5781.399023649862		BUY	200	3.1411968863154276	63.66999816894531																	
2022-09-28	5631.928480345901		BUY	200	3.3361133854002913	59.95000076293945																	
2022-10-05	6095.556848007535		BUY	200	3.1918289257426498	62.65999984741211																	
2022-10-12	5301.891774022332		BUY	200	3.7900321823964553	52.77000045776367																	
2022-10-19	6029.456293460492		BUY	200	3.4584124791191013	57.83000183105469																	
2022-10-26	6902.707211692705		BUY	200	3.1210985375327387	64.08000183105469																	
2022-11-02	6674.859936585487		BUY	200	3.32115569488301	60.220001220703125																	
2022-11-10	7916.020477635962		BUY	150	2.163253647563765	69.33999633789062																	
2022-11-17	8021.817048311005		BUY	33.42139378020511	0.48464898816581364	68.95999908447266																	
2022-11-24	8536.497214515724		HOLD			73.08000183105469																	
2022-12-01	8825.018807456117		HOLD			75.55000305175781																	
2022-12-08	8086.777723180701		HOLD			69.2300033569336																	
2022-12-15	7649.906545365519		HOLD			65.48999786376953																	
2022-12-20	7195.514534936056		HOLD			61.599998474121094	14.433081135711578																
2022-12-22	7195.514534936056		BUY	14.433081135711578	0.23430327099399345	61.599998474121094																	
2022-12-29	7328.16291923288		HOLD			62.61000061035156																	
2023-01-05	7084.709922240713		HOLD			60.529998779296875																	
2023-01-12	8083.100277554177		HOLD			69.05999755859375																	
2023-01-19	7569.274524015409		HOLD			64.66999816894531																	
2023-01-26	8503.290881235602		HOLD			72.6500015258789																	
2023-02-02	9250.035152782139		HOLD			79.02999877929688																	
2023-02-09	8598.096727197764		HOLD			73.45999908447266																	
2023-02-16	8643.74405251136		HOLD			73.8499984741211																	
2023-02-23	8133.429494307563		HOLD			69.48999786376953																	
2023-03-02	7937.965214838629		HOLD			67.81999969482422																	
2023-03-09	7541.184068356154		HOLD			64.43000030517578																	
2023-03-15	7390.196418095998		HOLD			63.13999938964844																	
2023-03-21	7570.4452201202275		HOLD			64.68000030517578	30.652812141972642																
2023-03-22	7570.4452201202275		BUY	30.652812141972642	0.47391484225951314	64.68000030517578																	
2023-03-29	8121.705120136596		HOLD			69.11000061035156																	
2023-04-05	8474.260685832254		HOLD			72.11000061035156																	
2023-04-12	8491.88864343607		HOLD			72.26000213623047																	
2023-04-19	8855.020445736918		HOLD			75.3499984741211																	
2023-04-26	8214.544860027872		HOLD			69.9000015258789																	
2023-05-03	8399.048903544794		HOLD			71.47000122070312																	
2023-05-10	8675.21725068736		HOLD			73.81999969482422																	
2023-05-17	8795.08574852201		HOLD			74.83999633789062																	
2023-05-24	8511.866576975985		HOLD			72.43000030517578																	
2023-05-31	8911.429730750098		HOLD			75.83000183105469																	
2023-06-07	9456.71560063177		HOLD			80.47000122070312																	
2023-06-14	10157.125883555724		HOLD			86.43000030517578																	
2023-06-21	10049.009058591895		HOLD			85.51000213623047	30.373837169899954																
2023-06-21	10049.009058591895		BUY	30.373837169899954	0.35520800387198914	85.51000213623047																	
2023-06-28	10154.822010954933		HOLD			86.1500015258789																	
2023-07-05	10593.312430080783		HOLD			89.87000274658203																	
2023-07-12	10765.4079678217		HOLD			91.33000183105469																	
2023-07-19	11398.3893218424		HOLD			96.69999694824219																	
2023-07-26	11413.713482285037		HOLD			96.83000183105469																	
2023-08-02	10975.223063159186		HOLD			93.11000061035156																	
2023-08-09	10631.03198767735		HOLD			90.19000244140625																	
2023-08-16	10166.609204084136		HOLD			86.25																	
2023-08-23	10357.564970275933		HOLD			87.87000274658203																	
2023-08-30	10899.783947966049		HOLD			92.47000122070312																	
2023-09-06	10524.94545090413		HOLD			89.29000091552734																	
2023-09-13	10520.230393791411		HOLD			89.25																	
2023-09-19	10014.551984593385		HOLD			84.95999908447266	22.920546779526497																
2023-09-20	10014.551984593385		BUY	22.920546779526497	0.26978044993547406	84.95999908447266																	
2023-09-27	9157.30373979321		HOLD			77.51000213623047																	
2023-10-04	9052.156087688683		HOLD			76.62000274658203																	
2023-10-11	9782.283017720809		HOLD			82.80000305175781																	
2023-10-18	9341.607327506586		HOLD			79.06999969482422																	
2023-10-25	8502.78858427752		HOLD			71.97000122070312																	
2023-11-01	8782.788126940004		HOLD			74.33999633789062																	
2023-11-09	9453.843301795947		HOLD			80.0199966430664																	
2023-11-16	10520.679957423059		HOLD			89.05000305175781																	
2023-11-23	10851.481245591598		HOLD			91.8499984741211																	
2023-11-30	10915.278849345486		HOLD			92.38999938964844																	
2023-12-07	11013.338179265174		HOLD			93.22000122070312																	
2023-12-14	11997.473836827563		HOLD			101.55000305175781																	
2023-12-21	12110.891498602214		HOLD			102.51000213623047	35.89554275035761																
2023-12-21	12110.891498602214		BUY	35.89554275035761	0.3501662472180451	102.51000213623047																	
2023-12-28	12441.83604295572		HOLD			105																	
2024-01-04	11687.030997563803		HOLD			98.62999725341797																	
2024-01-11	12332.822077452509		HOLD			104.08000183105469																	
2024-01-18	12311.493179503184		HOLD			103.9000015258789																	
2024-01-25	13190.716042903654		HOLD			111.31999969482422																	
2024-02-01	13225.079317601732		HOLD			111.61000061035156																	
2024-02-08	13947.890564052159		HOLD			117.70999908447266																	
2024-02-15	14197.912294000069		HOLD			119.81999969482422																	
2024-02-22	14622.11987319496		HOLD			123.4000015258789																	
2024-02-29	14625.674538847348		HOLD			123.43000030517578																	
2024-03-07	15184.96393300795		BUY	100	0.7803355814497887	128.14999389648438																	
2024-03-13	15351.75890861		BUY	100	0.776940368143311	128.7100067138672																	
2024-03-19	15900.748298771317		HOLD			132.4499969482422	47.39371504736188																
2024-03-20	15900.748298771317		BUY	100	0.7550019049005886	132.4499969482422																	
2024-03-27	16197.66259440428		BUY	100	0.7458233788361919	134.0800018310547																	
2024-04-03	15929.360855949204		BUY	100	0.7630675137070031	131.0500030517578																	
2024-04-10	15486.282643990004		BUY	100	0.7898270240733579	126.61000061035156																	
2024-04-17	14323.228442486788		BUY	100	0.8594757310825603	116.3499984741211																	
2024-04-24	14795.120886792101		BUY	100	0.8378718163258562	119.3499984741211																	
2024-05-01	14395.912807119714		BUY	100	0.8669267561579995	115.3499984741211																	
2024-05-08	15963.726142626128		BUY	100	0.7872156259226685	127.02999877929688																	
2024-05-15	17209.418664334873		BUY	100	0.734807867521102	136.08999633789062																	
2024-05-22	17271.260985128527		BUY	100	0.7364312905538102	135.7899932861328																	
2024-05-29	16969.5690226303		BUY	100	0.7538635853842305	132.64999389648438																	
2024-06-05	17846.804963065228		BUY	100	0.721032505874012	138.69000244140625																	
2024-06-12	18578.288806953995		BUY	100	0.696524307992642	143.57000732421875																	
2024-06-19	19227.304008854215		BUY	100	0.6766357977051416	147.7899932861328																	
2024-06-25	19280.224764279334		HOLD			147.42999267578125	44.033404347085266																
2024-06-26	19280.224764279334		BUY	100	0.6782880347821335	147.42999267578125																	
2024-07-03	19937.589368101886		BUY	100	0.6593261766154301	151.6699981689453																	
2024-07-10	21078.641019494098		BUY	100	0.6267627583031767	159.5500030517578																	
2024-07-17	20626.442821346685		BUY	100	0.6435420580010741	155.38999938964844																	
2024-07-24	18928.43547353632		BUY	100	0.7046719570108817	141.91000366210938																	
2024-07-31	19940.23461349203		BUY	100	0.6724497040230112	148.7100067138672																	
2024-08-07	16634.8362445816		BUY	100	0.810110158961374	123.44000244140625																	
2024-08-14	19184.596064534577		BUY	100	0.7066638674427289	141.50999450683594																	
2024-08-21	21056.200605349106		BUY	100	0.6472073235079672	154.50999450683594																	
2024-08-28	20834.429331649593		BUY	100	0.657202928451965	152.16000366210938																	
2024-09-04	20015.38260008104		BUY	100	0.6873797287379918	145.47999572753906																	
2024-09-11	20418.192184200783		BUY	100	0.6771856249743612	147.6699981689453																	
2024-09-18	21237.934851195343		BUY	100	0.6542361531361427	152.85000610351562																	
2024-09-24	22444.965667875073		HOLD			160.77999877929688	26.874489199703962																
2024-09-25	22444.965667875073		BUY	100	0.6219679111782447	160.77999877929688																	
2024-10-02	22358.46954990645		BUY	100	0.6271558602315949	159.4499969482422																	
2024-10-09	23369.76668495867		BUY	100	0.6027001030832742	165.9199981689453																	
2024-10-16	24039.819313542106		BUY	100	0.5884083659645768	169.9499969482422																	
2024-10-23	23548.92941327587		BUY	100	0.6031727127668827	165.7899932861328																	
2024-10-30	23857.190449028272		BUY	100	0.5979073243647235	167.25																	
2024-11-07	25796.414590323762		SELL	25796.414590323762	143.241796406746	180.08999633789062																	
2024-11-14	0		BUY	100	0.5632216180297608	177.5500030517578																	
2024-11-21	99.78034391273158		BUY	150	0.8466922380860263	177.16000366210938																	
2024-11-28	260.39699352819724		BUY	100	0.5414478243440679	184.69000244140625																	
2024-12-05	367.42187771260296		BUY	100	0.5310956692639321	188.2899932861328																	
2024-12-12	460.9675113308969		BUY	100	0.538531954791452	185.69000244140625																	
2024-12-19	508.64395445030647		BUY	150	0.8908950783992019	168.3699951171875																	
2024-12-23	714.5056586630751		HOLD			182.64999389648438	1.2545413216006611																
2024-12-26	714.5056586630751		BUY	100	0.5474952277122676	182.64999389648438																	
2025-01-02	746.0987917667974		BUY	150	0.8965393711602225	167.30999755859375																	
2025-01-09	873.4968071256694		BUY	150	0.9197375888661453	163.08999633789062																	
2025-01-16	1081.295646275309		BUY	150	0.87057456380277	172.3000030517578																	
2025-01-23	1342.2766070699818		BUY	100	0.5323963106274463	187.8300018310547																	
2025-01-30	1405.4191719002706		BUY	100	0.5463585241050186	183.02999877929688																	
2025-02-06	1510.683157900418		BUY	100	0.5444547340171307	183.6699981689453																	
2025-02-13	1632.3436871422193		BUY	100	0.5372300436655163	186.13999938964844																	
2025-02-20	1734.0189617210897		BUY	100	0.536711013680824	186.32000732421875																	
2025-02-27	1609.8851169778616		BUY	150	0.917150701321175	163.5500030517578																	
2025-03-06	1641.4115494893153		BUY	150	0.9833486731485013	152.5399932861328																	
2025-03-12	1654.2431038470193		BUY	150	1.0648871173508767	140.86000061035156																	
2025-03-19	1875.4598240588025		BUY	150	1.0244502245309683	146.4199981689453																	
2025-03-25	2049.529700196753		HOLD			148.16000366210938	6.826693318351781																
2025-03-26	2049.529700196753		BUY	150	1.0124189814552575	148.16000366210938																	
2025-04-02	2142.9678577246386		BUY	150	1.0391409328547772	144.35000610351562																	
2025-04-09	1947.473806524507		BUY	200	1.631321390613368	122.5999984741211																	
2025-04-16	1933.6022442248714		BUY	200	1.8117583214585518	110.38999938964844																	
2025-04-23	2238.939011903834		BUY	200	1.7265193915979182	115.83999633789062																	
2025-04-30	2696.855136216153		BUY	150	1.171051637821213	128.08999633789062																	
2025-05-07	2944.8693600833317		BUY	150	1.1320754716981132	132.5																	
2025-05-14	3531.6546249042112		BUY	150	0.9920635120868887	151.1999969482422																	
2025-05-21	3584.7434478331625		BUY	150	1.0188832954506588	147.22000122070312																	
2025-05-28	3809.8338472410696		BUY	150	0.9988014869852216	150.17999267578125																	
2025-06-04	4121.201708568491		BUY	100	0.6397952530230316	156.3000030517578																	
2025-06-11	4330.040079653254		BUY	100	0.6237135835959977	160.3300018310547																	
2025-06-18	4327.806345554133		BUY	100	0.6384472762726275	156.6300048828125																	
2025-06-24	4657.35218469684		HOLD			164.75	16.199952916311812																
2025-06-25	4657.35218469684		BUY	100	0.6069802731411229	164.75																	
2025-07-02	5065.749674764665		BUY	100	0.570027955167357	175.42999267578125																	
2025-07-09	5244.960071030781		BUY	100	0.5614192832994896	178.1199951171875																	
2025-07-16	5337.158250371561		BUY	100	0.5622399620872369	177.86000061035156																	
2025-07-23	5690.276790354857		SELL	5690.276790354857	30.569876485512136	186.13999938964844																	
2025-07-30	6.610178984040038e-13		BUY	100	0.5374610411273822	186.05999755859375																	
2025-08-06	98.76383796520673		BUY	150	0.8162821314974514	183.75999450683594																	
2025-08-13	262.78861805985935		BUY	100	0.5151452839241595	194.1199951171875																	
2025-08-20	350.4726499752754		BUY	100	0.5332480171222606	187.52999877929688																	
2025-08-27	467.5998947617335		BUY	100	0.5137162134938613	194.66000366210938																	
2025-09-03	558.5315911249547		BUY	100	0.5220568958851933	191.5500030517578																	
2025-09-10	683.8346077545384		BUY	100	0.5027399233769615	198.91000366210938																	
2025-09-17	807.2814602918728		BUY	100	0.4881382392954411	204.86000061035156																	
2025-09-23	919.194910140337		HOLD			207.5500030517578	1.2558270531771327																
2025-09-24	919.194910140337		BUY	100	0.4818116045754164	207.5500030517578																	
2025-10-01	1051.5557418756498		BUY	100	0.4669842172645211	214.13999938964844																	
2025-10-08	1172.9047552033066		BUY	100	0.45848424978296926	218.11000061035156																	
2025-10-15	1222.422804203798		BUY	100	0.4774181074891542	209.4600067138672																	
2025-10-22	1334.0395951848182		BUY	100	0.4732607598472446	211.3000030517578																	
2025-10-29	1560.273021385382		BUY	100	0.434971738385632	229.89999389648438																	
2025-11-06	1533.6041287304338		BUY	100	0.47089847293551695	212.36000061035156																	
2025-11-13	1641.5275147429154		BUY	100	0.4686255226862848	213.38999938964844																	
2025-11-20	1589.1571337296646		BUY	150	0.7703368891723879	194.72000122070312																	
2025-11-27	1989.3306210802443		BUY	100	0.4489741028070952	222.72999572753906																	
2025-12-04	2097.022743582218		BUY	100	0.4473272137547112	223.5500030517578																	
2025-12-11	2236.5308656816374		BUY	100	0.43942521765414416	227.57000732421875																	
2025-12-18	2203.2611230514767		BUY	100	0.46600494760501926	214.58999633789062																	
2025-12-23	2459.216115723382		HOLD			229.1199951171875	1.8446267923148882																
2025-12-25	2459.216115723382		BUY	100	0.4364525232677891	229.1199951171875																	
2026-01-01	2475.666333864889		BUY	100	0.4511820983368512	221.63999938964844																	
2026-01-08	2644.3461638027707		BUY	100	0.43946384820418705	227.5500030517578																	
